,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
6501,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,61,43590
6502,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,32640
6503,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36360
6504,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36990
6505,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,61,40190
6506,Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,61,39285
6507,Oldsmobile,LSS,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,26,2136
6508,Oldsmobile,LSS,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2080
6509,Oldsmobile,LSS,1998,regular unleaded,195.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,26,2283
6510,Oldsmobile,LSS,1998,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,16,26,2444
6511,Oldsmobile,LSS,1999,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,16,26,2681
6512,Oldsmobile,LSS,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,26,2356
6513,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6514,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6515,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6516,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6517,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6518,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6519,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6520,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6521,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6522,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6523,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6524,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6525,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,5657,2000
6526,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,22,15,155,40205
6527,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,32520
6528,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,29265
6529,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35770
6530,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,33120
6531,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35270
6532,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,30770
6533,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,34670
6534,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35730
6535,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,30930
6536,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,34830
6537,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,33230
6538,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,32730
6539,Buick,Lucerne,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,22,15,155,42515
6540,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,29230
6541,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35625
6542,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,36230
6543,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,29730
6544,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,35675
6545,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,33130
6546,Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,23,15,155,44460
6547,Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,21,17,1385,2000
6548,Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Cargo Minivan,21,17,1385,2000
6549,Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,21,17,1385,2000
6550,Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Cargo Minivan,21,17,1385,2000
6551,Chevrolet,Lumina Minivan,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,24,17,1385,2000
6552,Chevrolet,Lumina Minivan,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Cargo Minivan,24,17,1385,2000
6553,Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,1385,2000
6554,Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,1385,2000
6555,Chevrolet,Lumina,1999,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,17,1385,2044
6556,Chevrolet,Lumina,2000,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,1385,2100
6557,Chevrolet,Lumina,2001,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,1385,18890
6558,Lexus,LX 450,1996,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,12,454,3667
6559,Lexus,LX 450,1997,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,12,454,4282
6560,Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,454,65225
6561,Lexus,LX 470,2006,regular unleaded,275.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,454,67395
6562,Lexus,LX 470,2007,regular unleaded,268.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,454,67395
6563,Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,454,83180
6564,Lexus,LX 570,2016,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,18,13,454,88880
6565,Lexus,LX 570,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,18,13,454,89380
6566,Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51270
6567,Mercedes-Benz,M-Class,2013,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,96100
6568,Mercedes-Benz,M-Class,2013,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,20,14,617,58800
6569,Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,49770
6570,Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,47270
6571,Mercedes-Benz,M-Class,2014,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,97250
6572,Mercedes-Benz,M-Class,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51790
6573,Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,17,617,50290
6574,Mercedes-Benz,M-Class,2014,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,19,14,617,59450
6575,Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,617,47790
6576,Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,18,617,62900
6577,Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,617,48300
6578,Mercedes-Benz,M-Class,2015,diesel,,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617,49800
6579,Mercedes-Benz,M-Class,2015,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,98400
6580,Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,17,617,50800
6581,BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700
6582,BMW,M2,2017,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700
6583,Infiniti,M30,1990,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,23,17,190,2000
6584,Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,23,17,190,2000
6585,Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,23,17,190,2000
6586,Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,23,17,190,2000
6587,Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,23,17,190,2000
6588,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,43900
6589,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,45650
6590,Infiniti,M35,2009,premium unleaded (recommended),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,17,190,45800
6591,Infiniti,M35,2009,premium unleaded (recommended),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,47950
6592,Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,17,190,45800
6593,Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,47950
6594,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,24,17,190,49200
6595,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,190,47050
6596,BMW,M3,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916,62000
6597,BMW,M3,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916,63500
6598,BMW,M3,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916,64000
6599,BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3916,133205
6600,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,16,190,50250
6601,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,20,14,190,52750
6602,Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,21,16,190,52150
6603,Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,20,14,190,54650
6604,Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,20,14,190,54650
6605,Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,16,190,52150
6606,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,64200
6607,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,72500
6608,BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,74200
6609,BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,65700
6610,BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,26,17,3916,74700
6611,BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,66200
6612,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,23,16,190,60950
6613,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,190,58450
6614,BMW,M5,2014,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,92900
6615,BMW,M5,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,93600
6616,BMW,M5,2016,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,94100
6617,BMW,M6 Gran Coupe,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,115700
6618,BMW,M6 Gran Coupe,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,117200
6619,BMW,M6 Gran Coupe,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,117500
6620,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,118200
6621,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,111900
6622,BMW,M6,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,119700
6623,BMW,M6,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,113400
6624,BMW,M6,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,113700
6625,BMW,M6,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,22,15,3916,120000
6626,Porsche,Macan,2015,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,72300
6627,Porsche,Macan,2015,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,49900
6628,Porsche,Macan,2016,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,52600
6629,Porsche,Macan,2016,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,73900
6630,Porsche,Macan,2017,premium unleaded (required),360.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,23,17,1715,67200
6631,Porsche,Macan,2017,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,54400
6632,Porsche,Macan,2017,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,76000
6633,Porsche,Macan,2017,premium unleaded (required),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,20,1715,47500
6634,Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,32855
6635,Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,23,15,1851,30855
6636,Dodge,Magnum,2006,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,26,18,1851,22680
6637,Dodge,Magnum,2006,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,29100
6638,Dodge,Magnum,2006,premium unleaded (required),425.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Wagon,18,13,1851,37320
6639,Dodge,Magnum,2007,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,29860
6640,Dodge,Magnum,2007,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,26,18,1851,23370
6641,Dodge,Magnum,2007,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Wagon,23,15,1851,31515
6642,Dodge,Magnum,2007,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,33615
6643,Dodge,Magnum,2007,premium unleaded (required),425.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Wagon,18,13,1851,37795
6644,Dodge,Magnum,2008,premium unleaded (recommended),425.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Wagon,18,13,1851,38105
6645,Dodge,Magnum,2008,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,33880
6646,Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,24,17,1851,27225
6647,Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,29855
6648,Dodge,Magnum,2008,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Wagon,23,15,1851,31780
6649,Dodge,Magnum,2008,regular unleaded,178.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,26,18,1851,23420
6650,Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,18,1385,20320
6651,Chevrolet,Malibu Classic,2008,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,22,1385,17935
6652,Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,18,1385,19695
6653,Chevrolet,Malibu Hybrid,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,32,24,1385,23640
6654,Chevrolet,Malibu Hybrid,2009,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,34,26,1385,25555
6655,Chevrolet,Malibu Hybrid,2010,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,34,26,1385,25925
6656,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,23835
6657,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,22565
6658,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,28420
6659,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,22565
6660,Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,24610
6661,Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,21465
6662,Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,20965
6663,Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,23465
6664,Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,20165
6665,Chevrolet,Malibu Maxx,2006,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Midsize,4dr Hatchback,24,16,1385,23265
6666,Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,19565
6667,Chevrolet,Malibu Maxx,2007,regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,18,1385,20575
